episode,stage,stage_name,task,success,first_seen,expected_repeat,post_recovery,wall_ms,planner_ms,consolidation_ms,executor_ms,cpu_user_ms,cpu_sys_ms,rss_kb,read_bytes,write_bytes,semantic,recovery,repair,structural_change,permanent_words,provisional_words,structure_bytes,uniform
349,4,resilience_beta,evict_20,1,1,0,0,8.457343,0.256374,7.876520,0.324239,4.851000,3.677000,5408,0,4096,1,0,0,1,22,20,3932,1
350,4,resilience_beta,evict_21,1,1,0,0,18.748240,0.316103,16.015460,2.416377,16.760000,0.045000,5412,0,4096,1,0,0,1,22,20,3950,1
351,4,resilience_beta,evict_22,1,1,0,0,20.451589,0.234943,20.048455,0.167958,20.631000,0.026000,5412,0,4096,1,0,0,1,22,20,3966,1
352,4,resilience_beta,evict_23,1,1,0,0,22.597526,0.189376,21.383165,1.024758,22.687000,0.000000,5436,0,4096,1,0,0,1,22,20,3982,1
353,4,resilience_beta,evict_24,1,1,0,0,30.778345,0.117386,16.188372,14.472369,8.656000,23.846000,5436,0,4096,1,0,0,1,22,20,3988,1
354,4,resilience_beta,evict_25,1,1,0,0,24.816754,0.457970,24.145905,0.212642,21.239000,3.695000,5436,0,4096,1,0,0,1,22,20,3999,1
355,4,resilience_beta,evict_26,1,1,0,0,11.981476,0.308012,11.117810,0.555433,12.038000,0.007000,5436,0,4096,1,0,0,1,22,20,4011,1
356,4,resilience_beta,evict_27,1,1,0,0,31.929539,0.254078,29.985168,1.690049,29.604000,1.273000,5436,0,4096,1,0,0,1,22,20,4026,1
357,4,resilience_beta,evict_28,1,1,0,0,24.660857,0.269544,22.144580,2.246321,22.891000,0.000000,5436,0,4096,1,0,0,1,22,20,4048,1
358,4,resilience_beta,evict_29,1,1,0,0,12.000316,0.221858,10.679416,1.098739,7.889000,4.040000,5440,0,4096,1,0,0,1,22,20,4058,1
359,4,resilience_beta,evict_30,1,1,0,0,36.889721,0.150599,22.040232,14.698604,23.012000,15.686000,5440,0,8192,1,0,0,1,22,20,4069,1
360,4,resilience_beta,evict_31,1,1,0,0,12.600036,0.344947,11.594550,0.660232,12.591000,0.066000,5440,0,4096,1,0,0,1,22,20,4077,1
361,4,resilience_beta,evict_32,1,1,0,0,9.367234,0.268255,8.771219,0.327544,9.482000,0.000000,5440,0,4096,1,0,0,1,22,20,4088,1
362,4,resilience_beta,evict_33,1,1,0,0,20.370812,0.342015,17.633190,2.395290,18.408000,0.000000,5444,0,4096,1,0,0,1,22,20,4106,1
363,4,resilience_beta,evict_34,1,1,0,0,21.838384,0.255237,21.442703,0.140214,21.969000,0.000000,5448,0,4096,1,0,0,1,22,20,4122,1
364,4,resilience_beta,evict_35,1,1,0,0,24.748715,0.125977,23.783145,0.839367,24.839000,0.000000,5468,0,4096,1,0,0,1,22,20,4138,1
365,4,resilience_beta,evict_36,1,1,0,0,30.923078,0.113388,15.120617,15.688775,15.345000,16.450000,5468,0,4096,1,0,0,1,22,20,4144,1
366,4,resilience_beta,evict_37,1,1,0,0,25.286930,0.761294,24.366616,0.158782,21.684000,3.726000,5468,0,4096,1,0,0,1,22,20,4155,1
367,4,resilience_beta,evict_38,1,1,0,0,12.091522,0.252653,11.350132,0.488513,12.171000,0.000000,5468,0,4096,1,0,0,1,22,20,4167,1
368,4,resilience_beta,evict_39,1,1,0,0,23.831621,0.235274,23.191969,0.404152,23.959000,0.000000,5468,0,4096,1,0,0,1,22,20,4182,1
369,4,resilience_beta,evict_40,1,1,0,0,21.043531,0.225725,18.446070,2.371319,19.004000,0.082000,5468,0,4096,1,0,0,1,22,20,4204,1
370,4,resilience_beta,evict_41,1,1,0,0,13.281606,0.182679,12.111390,0.987323,13.218000,0.000000,5472,0,4096,1,0,0,1,22,20,4214,1
371,4,resilience_beta,evict_42,1,1,0,0,37.018538,0.122863,22.163871,14.731563,19.244000,20.502000,5472,0,4096,1,0,0,1,22,20,4225,1
372,4,resilience_beta,evict_43,1,1,0,0,12.225395,0.390796,11.292474,0.541826,8.142000,4.127000,5472,0,4096,1,0,0,1,22,20,4233,1
373,4,resilience_beta,evict_44,1,1,0,0,10.154242,0.208372,9.648955,0.296681,10.243000,0.000000,5476,0,4096,1,0,0,1,22,20,4244,1
374,4,resilience_beta,evict_45,1,1,0,0,21.686228,0.317336,18.930938,2.437741,19.713000,0.000000,5476,0,4096,1,0,0,1,22,20,4262,1
375,4,resilience_beta,evict_46,1,1,0,0,23.121875,0.258658,22.710038,0.152964,23.231000,0.000000,5480,0,4096,1,0,0,1,22,20,4278,1
376,4,resilience_beta,evict_47,1,1,0,0,23.347472,0.126566,22.291308,0.929268,23.435000,0.000000,5500,0,4096,1,0,0,1,22,20,4294,1
377,4,resilience_beta,daily_http,1,0,0,0,32.014583,0.127972,31.190458,0.695849,31.668000,0.492000,5508,0,4096,2,1,0,1,22,20,4302,1
378,4,resilience_beta,daily_http,1,0,1,1,0.814847,0.060101,0.000397,0.754146,0.812000,0.000000,5508,0,4096,1,0,0,0,22,20,4302,1
379,4,resilience_beta,daily_file,1,0,0,0,12.120610,0.120681,11.824675,0.175048,12.147000,0.000000,5508,0,4096,2,1,0,2,22,19,4281,1
380,4,resilience_beta,daily_file,1,0,1,1,0.255475,0.058294,0.000098,0.196880,0.275000,0.000000,5508,0,4096,1,0,0,0,22,19,4281,1
381,4,resilience_beta,daily_hash,1,0,0,0,34.039478,0.114187,14.220227,19.704766,18.130000,12.557000,5508,0,4096,2,1,0,3,22,19,4271,1
382,4,resilience_beta,daily_hash,1,0,1,1,13.455130,0.274848,0.000448,13.179417,8.036000,6.297000,5508,0,4096,1,0,0,0,22,19,4271,1
383,4,resilience_beta,daily_ipc,1,0,0,0,8.788453,0.263212,7.977431,0.547592,8.794000,0.062000,5508,0,4096,2,1,0,7,22,15,4251,1
384,4,resilience_beta,daily_ipc,1,0,1,1,0.430334,0.061691,0.000104,0.368343,0.459000,0.000000,5508,0,4096,1,0,0,0,22,15,4251,1
385,5,release_candidate,daily_file,1,0,1,0,0.466706,0.119183,0.000351,0.346897,0.487000,0.061000,5508,0,4096,1,0,0,0,22,15,4251,1
386,5,release_candidate,daily_hash,1,0,1,0,14.106310,0.179688,0.000746,13.925563,10.716000,4.267000,5508,0,4096,1,0,0,0,22,15,4251,1
387,5,release_candidate,daily_http,1,0,1,0,1.328169,0.170496,0.000283,1.157140,1.295000,0.044000,5512,0,4096,1,0,0,0,22,15,4251,1
388,5,release_candidate,daily_state,1,0,1,0,0.496101,0.208097,0.000116,0.287687,0.539000,0.000000,5512,0,4096,1,0,0,0,22,15,4252,1
389,5,release_candidate,daily_ipc,1,0,1,0,0.393521,0.062389,0.000050,0.330584,0.434000,0.000000,5512,0,4096,1,0,0,0,22,15,4252,1
390,5,release_candidate,rc_novel_0,1,1,0,0,23.976689,0.331783,23.530782,0.113889,24.099000,0.000000,5512,0,4096,1,0,0,3,22,15,4264,1
391,5,release_candidate,daily_proc,1,0,1,0,0.345397,0.066200,0.000058,0.278944,0.388000,0.000000,5512,0,4096,1,0,0,0,22,15,4259,1
392,5,release_candidate,daily_timer,1,0,1,0,2.770845,0.078460,0.000206,2.691998,0.834000,0.032000,5512,0,4096,1,0,0,0,22,15,4244,1
393,5,release_candidate,daily_file,1,0,1,0,0.348116,0.066410,0.000330,0.281174,0.393000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
394,5,release_candidate,daily_hash,1,0,1,0,14.148823,0.078227,0.000579,14.069819,0.000000,15.531000,5512,0,4096,1,0,0,0,22,15,4244,1
395,5,release_candidate,daily_http,1,0,1,0,1.069448,0.163273,0.000167,0.905805,1.014000,0.126000,5512,0,4096,1,0,0,0,22,15,4244,1
396,5,release_candidate,daily_state,1,0,1,0,0.368311,0.068924,0.000308,0.298790,0.419000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
397,5,release_candidate,daily_ipc,1,0,1,0,0.481160,0.109693,0.000169,0.371102,0.529000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
398,5,release_candidate,daily_file,1,0,1,0,0.352960,0.066532,0.000171,0.286052,0.381000,0.023000,5512,0,4096,1,0,0,0,22,15,4244,1
399,5,release_candidate,daily_hash,1,0,1,0,13.644144,0.075173,0.000612,13.568144,6.571000,7.929000,5512,0,4096,1,0,0,0,22,15,4244,1
400,5,release_candidate,daily_http,1,0,1,0,1.128739,0.161576,0.000172,0.966794,0.000000,1.102000,5512,0,4096,1,0,0,0,22,15,4244,1
401,5,release_candidate,daily_state,1,0,1,0,0.275188,0.061378,0.000146,0.213473,0.277000,0.034000,5512,0,4096,1,0,0,0,22,15,4244,1
402,5,release_candidate,daily_ipc,1,0,1,0,0.383875,0.062443,0.000057,0.321180,0.418000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
403,5,release_candidate,daily_file,1,0,1,0,0.246467,0.062000,0.000089,0.184160,0.283000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
404,5,release_candidate,daily_hash,1,0,1,0,14.696415,0.063635,0.000682,14.631884,8.373000,7.174000,5512,0,4096,1,0,0,0,22,15,4244,1
405,5,release_candidate,daily_http,1,0,1,0,1.089859,0.147533,0.000347,0.941782,1.156000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
406,5,release_candidate,daily_state,1,0,1,0,0.301117,0.064827,0.000142,0.235949,0.341000,0.000000,5512,0,8192,1,0,0,0,22,15,4244,1
407,5,release_candidate,daily_ipc,1,0,1,0,0.581737,0.062616,0.000057,0.518870,0.535000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
408,5,release_candidate,daily_file,1,0,1,0,0.277388,0.061556,0.000058,0.215570,0.312000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
409,5,release_candidate,daily_hash,1,0,1,0,13.406791,0.059859,0.000725,13.346010,14.125000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
410,5,release_candidate,daily_http,1,0,1,0,1.185586,0.157811,0.000301,1.027269,1.090000,0.138000,5512,0,4096,1,0,0,0,22,15,4244,1
411,5,release_candidate,daily_state,1,0,1,0,0.634309,0.314441,0.000401,0.319271,0.653000,0.082000,5512,0,4096,1,0,0,0,22,15,4244,1
412,5,release_candidate,daily_ipc,1,0,1,0,0.483901,0.077874,0.000174,0.405651,0.485000,0.061000,5512,0,4096,1,0,0,0,22,15,4244,1
413,5,release_candidate,daily_file,1,0,1,0,0.348363,0.070058,0.000145,0.277940,0.401000,0.000000,5512,0,4096,1,0,0,0,22,15,4244,1
414,5,release_candidate,daily_hash,1,0,1,0,16.582551,0.066331,0.000910,16.515054,4.988000,12.460000,5512,0,4096,1,0,0,0,22,15,4244,1
415,5,release_candidate,daily_http,1,0,1,0,1.142888,0.146517,0.000452,0.995709,1.072000,0.136000,5512,0,4096,1,0,0,0,22,15,4244,1
416,5,release_candidate,daily_state,1,0,1,0,0.929621,0.075919,0.000266,0.853201,0.949000,0.043000,5512,0,4096,1,0,0,0,22,15,4244,1
417,5,release_candidate,daily_ipc,1,0,1,0,0.474103,0.074135,0.000211,0.399543,0.473000,0.059000,5512,0,4096,1,0,0,0,22,15,4244,1
418,5,release_candidate,rc_novel_1,1,1,0,0,9.898933,0.295475,9.332726,0.270490,9.944000,0.004000,5512,0,4096,1,0,0,2,22,16,4246,1
419,5,release_candidate,daily_file,1,0,1,0,0.287134,0.061054,0.000086,0.225489,0.324000,0.000000,5512,0,4096,1,0,0,0,22,16,4246,1
420,5,release_candidate,daily_hash,1,0,1,0,13.954779,0.059270,0.000522,13.894734,0.000000,13.927000,5512,0,4096,1,0,0,0,22,16,4246,1
421,5,release_candidate,daily_http,1,0,1,0,1.366056,0.143130,0.000360,1.222351,0.000000,1.283000,5516,0,4096,1,0,0,0,22,16,4246,1
422,5,release_candidate,daily_state,1,0,1,0,0.353457,0.066930,0.000328,0.286005,0.357000,0.045000,5516,0,4096,1,0,0,0,22,16,4246,1
423,5,release_candidate,daily_ipc,1,0,1,0,0.411391,0.060479,0.000089,0.350624,0.421000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
424,5,release_candidate,daily_file,1,0,1,0,0.386618,0.079774,0.000372,0.306264,0.414000,0.052000,5516,0,4096,1,0,0,0,22,16,4246,1
425,5,release_candidate,daily_hash,1,0,1,0,13.879950,0.063591,0.000506,13.815604,10.957000,3.890000,5516,0,4096,1,0,0,0,22,16,4246,1
426,5,release_candidate,daily_http,1,0,1,0,1.078403,0.160413,0.000439,0.917348,0.996000,0.128000,5516,0,4096,1,0,0,0,22,16,4246,1
427,5,release_candidate,daily_state,1,0,1,0,0.262146,0.065108,0.000084,0.196737,0.298000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
428,5,release_candidate,daily_ipc,1,0,1,0,0.369397,0.060488,0.000082,0.308620,0.343000,0.043000,5516,0,4096,1,0,0,0,22,16,4246,1
429,5,release_candidate,daily_file,1,0,1,0,0.260618,0.060018,0.000143,0.200264,0.291000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
430,5,release_candidate,daily_hash,1,0,1,0,14.446298,0.060442,0.000683,14.384789,8.303000,6.887000,5516,0,4096,1,0,0,0,22,16,4246,1
431,5,release_candidate,daily_http,1,0,1,0,1.193426,0.297190,0.000172,0.895861,1.095000,0.142000,5516,0,4096,1,0,0,0,22,16,4246,1
432,5,release_candidate,daily_state,1,0,1,0,0.237738,0.065942,0.000206,0.171392,0.273000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
433,5,release_candidate,daily_ipc,1,0,1,0,0.360231,0.062085,0.000058,0.297895,0.341000,0.043000,5516,0,4096,1,0,0,0,22,16,4246,1
434,5,release_candidate,daily_file,1,0,1,0,0.263227,0.062236,0.000061,0.200644,0.299000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
435,5,release_candidate,daily_hash,1,0,1,0,13.308257,0.068366,0.000698,13.238909,3.886000,10.789000,5516,0,4096,1,0,0,0,22,16,4246,1
436,5,release_candidate,daily_http,1,0,1,0,0.978950,0.136863,0.000320,0.841564,0.939000,0.123000,5516,0,4096,1,0,0,0,22,16,4246,1
437,5,release_candidate,daily_state,1,0,1,0,0.287767,0.071862,0.000213,0.215498,0.358000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
438,5,release_candidate,daily_ipc,1,0,1,0,0.442463,0.069137,0.000171,0.372959,0.496000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
439,5,release_candidate,daily_file,1,0,1,0,0.319414,0.064681,0.000171,0.254365,0.000000,0.368000,5516,0,4096,1,0,0,0,22,16,4246,1
440,5,release_candidate,daily_hash,1,0,1,0,13.097682,0.062446,0.000667,13.034357,9.641000,4.125000,5516,0,4096,1,0,0,0,22,16,4246,1
441,5,release_candidate,daily_http,1,0,1,0,1.031669,0.149832,0.000205,0.881432,1.079000,0.000000,5516,0,4096,1,0,0,0,22,16,4246,1
442,5,release_candidate,daily_state,1,0,1,0,0.258611,0.062601,0.000229,0.195577,0.000000,0.294000,5516,0,4096,1,0,0,0,22,16,4246,1
443,5,release_candidate,daily_ipc,1,0,1,0,0.491726,0.060171,0.000072,0.431281,0.345000,0.046000,5516,0,4096,1,0,0,0,22,16,4246,1
444,5,release_candidate,rc_novel_2,1,1,0,0,24.261654,0.873437,23.057976,0.329990,24.410000,0.000000,5516,0,4096,1,0,0,2,22,17,4273,1
445,5,release_candidate,daily_proc,1,0,1,0,0.352466,0.069259,0.000177,0.282834,0.369000,0.048000,5516,0,4096,1,0,0,0,22,17,4275,1
446,5,release_candidate,daily_timer,1,0,1,0,2.539786,0.065126,0.000086,2.474382,0.000000,0.516000,5516,0,4096,1,0,0,0,22,17,4276,1
447,5,release_candidate,daily_file,1,0,1,0,0.364681,0.065953,0.000333,0.298201,0.362000,0.047000,5516,0,8192,1,0,0,0,22,17,4276,1
448,5,release_candidate,daily_hash,1,0,1,0,16.020746,0.071819,0.000763,15.947930,10.328000,6.932000,5516,0,4096,1,0,0,0,22,17,4276,1
449,5,release_candidate,daily_http,1,0,1,0,1.321765,0.168180,0.000422,1.152950,1.251000,0.163000,5520,0,4096,1,0,0,0,22,17,4276,1
450,5,release_candidate,daily_state,1,0,1,0,0.394816,0.087200,0.000374,0.307045,0.555000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
451,5,release_candidate,daily_ipc,1,0,1,0,0.434214,0.066872,0.000174,0.366972,0.475000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
452,5,release_candidate,daily_file,1,0,1,0,0.278949,0.063468,0.000211,0.215067,0.323000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
453,5,release_candidate,daily_hash,1,0,1,0,14.955755,0.123893,0.001024,14.830435,8.659000,7.252000,5520,0,4096,1,0,0,0,22,17,4276,1
454,5,release_candidate,daily_http,1,0,1,0,4.640977,0.161181,0.000341,4.479077,1.375000,0.181000,5520,0,4096,1,0,0,0,22,17,4276,1
455,5,release_candidate,daily_state,1,0,1,0,0.391615,0.080374,0.000174,0.310874,0.407000,0.054000,5520,0,4096,1,0,0,0,22,17,4276,1
456,5,release_candidate,daily_ipc,1,0,1,0,0.646397,0.089574,0.000151,0.556366,0.912000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
457,5,release_candidate,daily_file,1,0,1,0,0.334642,0.064477,0.000182,0.269629,0.380000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
458,5,release_candidate,daily_hash,1,0,1,0,13.636951,0.058971,0.000602,13.576976,8.084000,6.606000,5520,0,4096,1,0,0,0,22,17,4276,1
459,5,release_candidate,daily_http,1,0,1,0,3.233530,0.148357,0.000257,3.084555,0.000000,2.134000,5520,0,4096,1,0,0,0,22,17,4276,1
460,5,release_candidate,daily_state,1,0,1,0,0.291120,0.060432,0.000232,0.230097,0.287000,0.038000,5520,0,4096,1,0,0,0,22,17,4276,1
461,5,release_candidate,daily_ipc,1,0,1,0,0.440030,0.059396,0.000273,0.380107,0.459000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
462,5,release_candidate,daily_file,1,0,1,0,0.272000,0.060831,0.000178,0.210599,0.000000,0.334000,5520,0,4096,1,0,0,0,22,17,4276,1
463,5,release_candidate,daily_hash,1,0,1,0,13.083515,0.072545,0.000431,13.010195,5.668000,8.078000,5520,0,4096,1,0,0,0,22,17,4276,1
464,5,release_candidate,daily_http,1,0,1,0,1.058408,0.139508,0.000191,0.918333,1.090000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
465,5,release_candidate,daily_state,1,0,1,0,0.294025,0.060433,0.000217,0.233007,0.000000,0.327000,5520,0,4096,1,0,0,0,22,17,4276,1
466,5,release_candidate,daily_ipc,1,0,1,0,0.725757,0.059446,0.000279,0.665782,0.604000,0.082000,5520,0,4096,1,0,0,0,22,17,4276,1
467,5,release_candidate,daily_file,1,0,1,0,0.217125,0.059948,0.000085,0.156809,0.250000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
468,5,release_candidate,daily_hash,1,0,1,0,11.925966,0.057417,0.000388,11.867840,5.468000,7.325000,5520,0,4096,1,0,0,0,22,17,4276,1
469,5,release_candidate,daily_http,1,0,1,0,1.093302,0.159345,0.000220,0.933383,1.135000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
470,5,release_candidate,daily_state,1,0,1,0,0.274748,0.060430,0.000178,0.213881,0.307000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
471,5,release_candidate,daily_ipc,1,0,1,0,0.379345,0.059184,0.000291,0.319587,0.409000,0.000000,5520,0,4096,1,0,0,0,22,17,4276,1
472,5,release_candidate,rc_novel_3,1,1,0,0,23.245030,0.407387,22.728209,0.109087,23.368000,0.000000,5520,0,4096,1,0,0,2,22,18,4286,1
473,5,release_candidate,daily_file,1,0,1,0,0.265107,0.060925,0.000306,0.203673,0.302000,0.000000,5520,0,4096,1,0,0,0,22,18,4286,1
474,5,release_candidate,daily_hash,1,0,1,0,12.288867,0.059339,0.000410,12.228916,9.426000,3.597000,5520,0,4096,1,0,0,0,22,18,4286,1
475,5,release_candidate,daily_http,1,0,1,0,1.077149,0.128384,0.000196,0.948307,0.978000,0.129000,5524,0,4096,1,0,0,0,22,18,4286,1
476,5,release_candidate,daily_state,1,0,1,0,0.301293,0.058765,0.000216,0.242017,0.000000,0.333000,5524,0,4096,1,0,0,0,22,18,4286,1
477,5,release_candidate,daily_ipc,1,0,1,0,0.441336,0.058237,0.000347,0.382481,0.423000,0.056000,5524,0,4096,1,0,0,0,22,18,4286,1
478,5,release_candidate,daily_file,1,0,1,0,0.292134,0.059763,0.000236,0.231928,0.325000,0.000000,5524,0,4096,1,0,0,0,22,18,4286,1
479,5,release_candidate,daily_hash,1,0,1,0,11.984514,0.058023,0.000446,11.925692,5.395000,7.286000,5524,0,4096,1,0,0,0,22,18,4286,1
480,5,release_candidate,daily_http,1,0,1,0,1.197955,0.128962,0.000295,1.068345,0.000000,1.156000,5524,0,4096,1,0,0,0,22,18,4286,1
481,5,release_candidate,daily_state,1,0,1,0,0.277656,0.060684,0.000161,0.216447,0.275000,0.037000,5524,0,4096,1,0,0,0,22,18,4286,1
482,5,release_candidate,daily_ipc,1,0,1,0,0.500785,0.058434,0.000271,0.441794,0.412000,0.000000,5524,0,4096,1,0,0,0,22,18,4286,1
483,5,release_candidate,daily_file,1,0,1,0,0.221497,0.058771,0.000091,0.162372,0.252000,0.000000,5524,0,8192,1,0,0,0,22,18,4286,1
484,5,release_candidate,daily_hash,1,0,1,0,12.807394,0.057788,0.000495,12.748695,9.659000,3.781000,5524,0,4096,1,0,0,0,22,18,4286,1
485,5,release_candidate,daily_http,1,0,1,0,1.150406,0.135789,0.000221,1.014049,0.000000,1.194000,5524,0,4096,1,0,0,0,22,18,4286,1
486,5,release_candidate,daily_state,1,0,1,0,0.302355,0.061352,0.000136,0.240597,0.297000,0.040000,5524,0,4096,1,0,0,0,22,18,4286,1
487,5,release_candidate,daily_ipc,1,0,1,0,0.390226,0.061075,0.000060,0.328832,0.423000,0.000000,5524,0,4096,1,0,0,0,22,18,4286,1
488,5,release_candidate,daily_file,1,0,1,0,0.284564,0.061018,0.000098,0.223064,0.346000,0.000000,5524,0,4096,1,0,0,0,22,18,4286,1
489,5,release_candidate,daily_hash,1,0,1,0,15.445927,0.059427,0.000833,15.385356,8.310000,7.995000,5524,0,4096,1,0,0,0,22,18,4286,1
490,5,release_candidate,daily_http,1,0,1,0,1.139493,0.133190,0.000302,1.005651,0.000000,1.175000,5528,0,4096,1,0,0,0,22,18,4286,1
491,5,release_candidate,daily_state,1,0,1,0,0.262879,0.061739,0.000205,0.200539,0.261000,0.036000,5528,0,4096,1,0,0,0,22,18,4286,1
492,5,release_candidate,daily_ipc,1,0,1,0,0.496390,0.059991,0.000241,0.435879,0.457000,0.000000,5528,0,4096,1,0,0,0,22,18,4286,1
493,5,release_candidate,daily_file,1,0,1,0,0.270824,0.059446,0.000189,0.210928,0.295000,0.010000,5528,0,4096,1,0,0,0,22,18,4286,1
494,5,release_candidate,daily_hash,1,0,1,0,13.916942,0.058378,0.000523,13.857685,6.425000,8.250000,5528,0,4096,1,0,0,0,22,18,4286,1
495,5,release_candidate,daily_http,1,0,1,0,1.260351,0.133318,0.000296,1.126392,1.123000,0.156000,5528,0,4096,1,0,0,0,22,18,4286,1
496,5,release_candidate,daily_state,1,0,1,0,0.286502,0.063246,0.000214,0.222789,0.286000,0.040000,5528,0,4096,1,0,0,0,22,18,4286,1
497,5,release_candidate,daily_ipc,1,0,1,0,0.407172,0.059199,0.000085,0.347628,0.437000,0.000000,5528,0,4096,1,0,0,0,22,18,4286,1
498,5,release_candidate,rc_novel_4,1,1,0,0,13.569826,0.330624,12.471157,0.767666,13.536000,0.000000,5528,0,4096,1,0,0,2,22,19,4313,1
499,5,release_candidate,daily_proc,1,0,1,0,0.308312,0.060375,0.000088,0.247490,0.329000,0.000000,5528,0,4096,1,0,0,0,22,19,4315,1
500,5,release_candidate,daily_timer,1,0,1,0,2.378950,0.057861,0.000088,2.320654,0.379000,0.000000,5528,0,4096,1,0,0,0,22,19,4306,1
501,5,release_candidate,daily_file,1,0,1,0,0.238706,0.057759,0.000097,0.180655,0.260000,0.000000,5528,0,4096,1,0,0,0,22,19,4306,1
502,5,release_candidate,daily_hash,1,0,1,0,12.795074,0.058395,0.000743,12.735561,4.272000,11.422000,5528,0,4096,1,0,0,0,22,19,4306,1
503,5,release_candidate,daily_http,1,0,1,0,1.036682,0.140288,0.000199,0.895942,0.949000,0.130000,5532,0,4096,1,0,0,0,22,19,4306,1
504,5,release_candidate,daily_state,1,0,1,0,0.226715,0.059110,0.000201,0.167149,0.260000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
505,5,release_candidate,daily_ipc,1,0,1,0,0.427103,0.114431,0.000090,0.312135,0.464000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
506,5,release_candidate,daily_file,1,0,1,0,0.263971,0.059819,0.000211,0.203683,0.298000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
507,5,release_candidate,daily_hash,1,0,1,0,16.910799,0.058375,0.000436,16.851671,6.315000,11.456000,5532,0,4096,1,0,0,0,22,19,4306,1
508,5,release_candidate,daily_http,1,0,1,0,1.037241,0.127909,0.000233,0.908441,0.935000,0.128000,5532,0,4096,1,0,0,0,22,19,4306,1
509,5,release_candidate,daily_state,1,0,1,0,0.264308,0.059927,0.000214,0.203877,0.297000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
510,5,release_candidate,daily_ipc,1,0,1,0,0.428013,0.060271,0.000204,0.367140,0.416000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
511,5,release_candidate,daily_file,1,0,1,0,0.254958,0.057437,0.000177,0.197089,0.285000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
512,5,release_candidate,daily_hash,1,0,1,0,12.785326,0.060584,0.000601,12.723711,9.980000,3.799000,5532,0,4096,1,0,0,0,22,19,4306,1
513,5,release_candidate,daily_http,1,0,1,0,1.366410,0.135745,0.000191,1.230119,0.000000,1.417000,5532,0,4096,1,0,0,0,22,19,4306,1
514,5,release_candidate,daily_state,1,0,1,0,0.318962,0.064126,0.000220,0.254354,0.316000,0.043000,5532,0,4096,1,0,0,0,22,19,4306,1
515,5,release_candidate,daily_ipc,1,0,1,0,0.516572,0.060459,0.000300,0.455436,0.574000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
516,5,release_candidate,daily_file,1,0,1,0,0.239384,0.060606,0.000120,0.178381,0.273000,0.000000,5532,0,4096,1,0,0,0,22,19,4306,1
517,5,release_candidate,daily_hash,1,0,1,0,25.581516,0.058899,0.000529,25.521604,8.657000,18.036000,5532,0,4096,1,0,0,0,22,19,4306,1
518,5,release_candidate,daily_http,1,0,1,0,1.191913,0.143286,0.000139,1.048120,1.093000,0.151000,5536,0,4096,1,0,0,0,22,19,4306,1
519,5,release_candidate,daily_state,1,0,1,0,0.314704,0.071418,0.000182,0.242828,0.369000,0.000000,5536,0,4096,1,0,0,0,22,19,4306,1
520,5,release_candidate,daily_ipc,1,0,1,0,0.417343,0.060689,0.000064,0.356282,0.400000,0.055000,5536,0,4096,1,0,0,0,22,19,4306,1
521,5,release_candidate,daily_file,1,0,1,0,0.737359,0.059186,0.000136,0.677748,0.817000,0.000000,5536,0,4096,1,0,0,0,22,19,4306,1
522,5,release_candidate,daily_hash,1,0,1,0,13.040743,0.059124,0.000505,12.980792,6.162000,7.588000,5536,0,8192,1,0,0,0,22,19,4306,1
523,5,release_candidate,daily_http,1,0,1,0,1.162203,0.137583,0.000170,1.024048,0.000000,1.209000,5536,0,4096,1,0,0,0,22,19,4306,1
